,Company,Date,Employees
5,6,2012-04-07,0
6,7,2012-04-07,0
7,8,2012-04-07,0
8,9,2012-04-07,0
9,10,2012-04-07,0
10,11,2012-04-07,0
11,12,2012-04-07,0
0,1,2012-04-08,0
1,2,2012-04-08,0
2,3,2012-04-08,0
3,4,2012-04-08,0
4,5,2012-04-08,0
5,6,2012-04-08,0
6,7,2012-04-08,0
7,8,2012-04-08,0
8,9,2012-04-08,0
9,10,2012-04-08,0
10,11,2012-04-08,0
11,12,2012-04-08,0
0,1,2012-04-09,15
1,2,2012-04-09,11
2,3,2012-04-09,10
3,4,2012-04-09,4
4,5,2012-04-09,4
5,6,2012-04-09,2
6,7,2012-04-09,0
7,8,2012-04-09,4
8,9,2012-04-09,1
9,10,2012-04-09,2
10,11,2012-04-09,0
11,12,2012-04-09,0
0,1,2012-04-10,2
1,2,2012-04-10,1
2,3,2012-04-10,0
3,4,2012-04-10,0
4,5,2012-04-10,0
5,6,2012-04-10,1
6,7,2012-04-10,-1
7,8,2012-04-10,1
8,9,2012-04-10,0
9,10,2012-04-10,0
10,11,2012-04-10,0
11,12,2012-04-10,0
0,1,2012-04-11,1
1,2,2012-04-11,1
2,3,2012-04-11,0
3,4,2012-04-11,2
4,5,2012-04-11,0
5,6,2012-04-11,0
6,7,2012-04-11,0
7,8,2012-04-11,0
8,9,2012-04-11,0
9,10,2012-04-11,0
10,11,2012-04-11,1
11,12,2012-04-11,0
0,1,2012-04-12,1
1,2,2012-04-12,0
2,3,2012-04-12,0
3,4,2012-04-12,0
4,5,2012-04-12,0
5,6,2012-04-12,0
6,7,2012-04-12,0
7,8,2012-04-12,0
8,9,2012-04-12,0
9,10,2012-04-12,0
10,11,2012-04-12,0
11,12,2012-04-12,0
0,1,2012-04-13,-11
1,2,2012-04-13,-1
2,3,2012-04-13,-3
3,4,2012-04-13,-4
4,5,2012-04-13,-3
5,6,2012-04-13,-2
6,7,2012-04-13,-3
7,8,2012-04-13,-1
8,9,2012-04-13,0
9,10,2012-04-13,-1
10,11,2012-04-13,0
11,12,2012-04-13,0
0,1,2012-04-14,0
1,2,2012-04-14,0
2,3,2012-04-14,0
3,4,2012-04-14,0
4,5,2012-04-14,0
5,6,2012-04-14,0
6,7,2012-04-14,0
7,8,2012-04-14,0
8,9,2012-04-14,0
9,10,2012-04-14,0
10,11,2012-04-14,0
11,12,2012-04-14,0
0,1,2012-04-15,0
1,2,2012-04-15,0
2,3,2012-04-15,0
3,4,2012-04-15,0
4,5,2012-04-15,0
5,6,2012-04-15,0
6,7,2012-04-15,0
7,8,2012-04-15,0
8,9,2012-04-15,0
9,10,2012-04-15,0
10,11,2012-04-15,0
11,12,2012-04-15,0
0,1,2012-04-16,19
1,2,2012-04-16,15
2,3,2012-04-16,7
3,4,2012-04-16,5
4,5,2012-04-16,4
5,6,2012-04-16,3
6,7,2012-04-16,4
7,8,2012-04-16,2
8,9,2012-04-16,6
9,10,2012-04-16,6
10,11,2012-04-16,0
11,12,2012-04-16,0
0,1,2012-04-17,5
1,2,2012-04-17,1
2,3,2012-04-17,3
3,4,2012-04-17,0
4,5,2012-04-17,0
5,6,2012-04-17,0
6,7,2012-04-17,0
7,8,2012-04-17,-1
8,9,2012-04-17,1
9,10,2012-04-17,0
10,11,2012-04-17,0
11,12,2012-04-17,0
0,1,2012-04-18,0
1,2,2012-04-18,0
2,3,2012-04-18,0
3,4,2012-04-18,0
4,5,2012-04-18,0
5,6,2012-04-18,0
6,7,2012-04-18,0
7,8,2012-04-18,0
8,9,2012-04-18,1
9,10,2012-04-18,0
10,11,2012-04-18,0
11,12,2012-04-18,0
0,1,2012-04-19,0
1,2,2012-04-19,0
2,3,2012-04-19,0
3,4,2012-04-19,0
4,5,2012-04-19,0
5,6,2012-04-19,0
6,7,2012-04-19,0
7,8,2012-04-19,0
8,9,2012-04-19,0
9,10,2012-04-19,0
10,11,2012-04-19,0
11,12,2012-04-19,0
0,1,2012-04-20,-11
1,2,2012-04-20,-5
2,3,2012-04-20,-6
3,4,2012-04-20,-4
4,5,2012-04-20,-1
5,6,2012-04-20,-2
6,7,2012-04-20,-1
7,8,2012-04-20,0
8,9,2012-04-20,-2
9,10,2012-04-20,0
10,11,2012-04-20,0
11,12,2012-04-20,0
0,1,2012-04-21,0
1,2,2012-04-21,0
2,3,2012-04-21,0
3,4,2012-04-21,0
4,5,2012-04-21,0
5,6,2012-04-21,0
6,7,2012-04-21,0
7,8,2012-04-21,0
8,9,2012-04-21,0
9,10,2012-04-21,0
10,11,2012-04-21,0
11,12,2012-04-21,0
0,1,2012-04-22,0
1,2,2012-04-22,0
2,3,2012-04-22,0
3,4,2012-04-22,0
4,5,2012-04-22,0
5,6,2012-04-22,0
6,7,2012-04-22,0
7,8,2012-04-22,0
8,9,2012-04-22,0
9,10,2012-04-22,0
10,11,2012-04-22,0
11,12,2012-04-22,0
0,1,2012-04-23,17
1,2,2012-04-23,23
2,3,2012-04-23,11
3,4,2012-04-23,6
4,5,2012-04-23,8
5,6,2012-04-23,7
6,7,2012-04-23,3
7,8,2012-04-23,5
8,9,2012-04-23,5
9,10,2012-04-23,5
10,11,2012-04-23,0
11,12,2012-04-23,0
0,1,2012-04-24,2
1,2,2012-04-24,3
2,3,2012-04-24,1
3,4,2012-04-24,1
4,5,2012-04-24,0
5,6,2012-04-24,0
6,7,2012-04-24,1
7,8,2012-04-24,0
8,9,2012-04-24,0
9,10,2012-04-24,0
10,11,2012-04-24,0
11,12,2012-04-24,0
0,1,2012-04-25,2
1,2,2012-04-25,1
2,3,2012-04-25,0
3,4,2012-04-25,1
4,5,2012-04-25,0
5,6,2012-04-25,0
6,7,2012-04-25,0
7,8,2012-04-25,0
8,9,2012-04-25,0
9,10,2012-04-25,0
10,11,2012-04-25,0
11,12,2012-04-25,0
0,1,2012-04-26,0
1,2,2012-04-26,0
2,3,2012-04-26,-1
3,4,2012-04-26,1
4,5,2012-04-26,0
5,6,2012-04-26,0
6,7,2012-04-26,0
7,8,2012-04-26,0
8,9,2012-04-26,0
9,10,2012-04-26,0
10,11,2012-04-26,0
11,12,2012-04-26,0
0,1,2012-04-27,-11
1,2,2012-04-27,-2
2,3,2012-04-27,-2
3,4,2012-04-27,0
4,5,2012-04-27,-2
5,6,2012-04-27,-5
6,7,2012-04-27,-3
7,8,2012-04-27,-5
8,9,2012-04-27,-2
9,10,2012-04-27,0
10,11,2012-04-27,0
11,12,2012-04-27,0
0,1,2012-04-28,0
1,2,2012-04-28,0
2,3,2012-04-28,0
3,4,2012-04-28,0
4,5,2012-04-28,0
5,6,2012-04-28,0
6,7,2012-04-28,0
7,8,2012-04-28,0
8,9,2012-04-28,0
9,10,2012-04-28,0
10,11,2012-04-28,0
11,12,2012-04-28,0
0,1,2012-04-29,0
1,2,2012-04-29,0
2,3,2012-04-29,0
3,4,2012-04-29,0
4,5,2012-04-29,0
5,6,2012-04-29,0
6,7,2012-04-29,0
7,8,2012-04-29,0
8,9,2012-04-29,0
9,10,2012-04-29,0
10,11,2012-04-29,0
11,12,2012-04-29,0
0,1,2012-04-30,39
1,2,2012-04-30,18
2,3,2012-04-30,13
3,4,2012-04-30,3
4,5,2012-04-30,7
5,6,2012-04-30,6
6,7,2012-04-30,4
7,8,2012-04-30,2
8,9,2012-04-30,6
9,10,2012-04-30,0
10,11,2012-04-30,0
11,12,2012-04-30,0
0,1,2012-05-01,6
1,2,2012-05-01,0
2,3,2012-05-01,1
3,4,2012-05-01,1
4,5,2012-05-01,0
5,6,2012-05-01,0
6,7,2012-05-01,0
7,8,2012-05-01,0
8,9,2012-05-01,0
9,10,2012-05-01,0
10,11,2012-05-01,0
11,12,2012-05-01,0
0,1,2012-05-02,2
1,2,2012-05-02,1
2,3,2012-05-02,0
3,4,2012-05-02,0
4,5,2012-05-02,1
5,6,2012-05-02,0
6,7,2012-05-02,-1
7,8,2012-05-02,0
8,9,2012-05-02,-1
9,10,2012-05-02,0
10,11,2012-05-02,0
11,12,2012-05-02,0
0,1,2012-05-03,1
1,2,2012-05-03,-1
2,3,2012-05-03,0
3,4,2012-05-03,-1
4,5,2012-05-03,1
5,6,2012-05-03,1
6,7,2012-05-03,2
7,8,2012-05-03,0
8,9,2012-05-03,0
9,10,2012-05-03,0
10,11,2012-05-03,0
11,12,2012-05-03,0
0,1,2012-05-04,-9
1,2,2012-05-04,-6
2,3,2012-05-04,-2
3,4,2012-05-04,0
4,5,2012-05-04,-1
5,6,2012-05-04,-2
6,7,2012-05-04,-1
7,8,2012-05-04,-3
8,9,2012-05-04,-1
9,10,2012-05-04,0
10,11,2012-05-04,0
11,12,2012-05-04,-1
0,1,2012-05-05,0
1,2,2012-05-05,0
2,3,2012-05-05,0
3,4,2012-05-05,0
4,5,2012-05-05,0
5,6,2012-05-05,0
6,7,2012-05-05,0
7,8,2012-05-05,0
8,9,2012-05-05,0
9,10,2012-05-05,0
10,11,2012-05-05,0
11,12,2012-05-05,0
0,1,2012-05-06,0
1,2,2012-05-06,0
2,3,2012-05-06,0
3,4,2012-05-06,0
4,5,2012-05-06,0
5,6,2012-05-06,0
6,7,2012-05-06,0
7,8,2012-05-06,0
8,9,2012-05-06,0
9,10,2012-05-06,0
10,11,2012-05-06,0
11,12,2012-05-06,0
0,1,2012-05-07,34
1,2,2012-05-07,15
2,3,2012-05-07,7
3,4,2012-05-07,7
4,5,2012-05-07,4
5,6,2012-05-07,4
6,7,2012-05-07,6
7,8,2012-05-07,1
8,9,2012-05-07,3
9,10,2012-05-07,3
10,11,2012-05-07,0
11,12,2012-05-07,0
0,1,2012-05-08,6
1,2,2012-05-08,1
2,3,2012-05-08,1
3,4,2012-05-08,1
4,5,2012-05-08,-1
5,6,2012-05-08,0
6,7,2012-05-08,1
7,8,2012-05-08,0
8,9,2012-05-08,0
9,10,2012-05-08,0
10,11,2012-05-08,0
11,12,2012-05-08,0
0,1,2012-05-09,1
1,2,2012-05-09,0
2,3,2012-05-09,0
3,4,2012-05-09,0
4,5,2012-05-09,0
5,6,2012-05-09,0
6,7,2012-05-09,2
7,8,2012-05-09,0
8,9,2012-05-09,0
9,10,2012-05-09,1
10,11,2012-05-09,0
11,12,2012-05-09,0
0,1,2012-05-10,3
1,2,2012-05-10,0
2,3,2012-05-10,0
3,4,2012-05-10,1
4,5,2012-05-10,0
5,6,2012-05-10,0
6,7,2012-05-10,0
7,8,2012-05-10,0
8,9,2012-05-10,0
9,10,2012-05-10,0
10,11,2012-05-10,0
11,12,2012-05-10,0
0,1,2012-05-11,-12
1,2,2012-05-11,-3
2,3,2012-05-11,-8
3,4,2012-05-11,-4
4,5,2012-05-11,-3
5,6,2012-05-11,-3
6,7,2012-05-11,-1
7,8,2012-05-11,-1
8,9,2012-05-11,-2
9,10,2012-05-11,0
10,11,2012-05-11,0
11,12,2012-05-11,0
0,1,2012-05-12,0
1,2,2012-05-12,0
2,3,2012-05-12,0
3,4,2012-05-12,0
4,5,2012-05-12,0
5,6,2012-05-12,0
6,7,2012-05-12,0
7,8,2012-05-12,0
8,9,2012-05-12,0
9,10,2012-05-12,0
10,11,2012-05-12,0
11,12,2012-05-12,0
0,1,2012-05-13,0
1,2,2012-05-13,0
2,3,2012-05-13,0
3,4,2012-05-13,0
4,5,2012-05-13,0
5,6,2012-05-13,0
6,7,2012-05-13,0
7,8,2012-05-13,0
8,9,2012-05-13,0
9,10,2012-05-13,0
10,11,2012-05-13,0
11,12,2012-05-13,0
0,1,2012-05-14,30
1,2,2012-05-14,12
2,3,2012-05-14,13
3,4,2012-05-14,6
4,5,2012-05-14,10
5,6,2012-05-14,8
6,7,2012-05-14,5
7,8,2012-05-14,2
8,9,2012-05-14,3
9,10,2012-05-14,3
10,11,2012-05-14,0
11,12,2012-05-14,0
0,1,2012-05-15,2
1,2,2012-05-15,3
2,3,2012-05-15,1
3,4,2012-05-15,0
4,5,2012-05-15,0
5,6,2012-05-15,1
6,7,2012-05-15,1
7,8,2012-05-15,0
8,9,2012-05-15,0
9,10,2012-05-15,1
10,11,2012-05-15,0
11,12,2012-05-15,0
0,1,2012-05-16,1
1,2,2012-05-16,1
2,3,2012-05-16,1
3,4,2012-05-16,1
4,5,2012-05-16,1
5,6,2012-05-16,2
6,7,2012-05-16,0
7,8,2012-05-16,1
8,9,2012-05-16,-1
9,10,2012-05-16,0
10,11,2012-05-16,0
11,12,2012-05-16,0
0,1,2012-05-17,1
1,2,2012-05-17,0
2,3,2012-05-17,0
3,4,2012-05-17,0
4,5,2012-05-17,0
5,6,2012-05-17,1
6,7,2012-05-17,0
7,8,2012-05-17,0
8,9,2012-05-17,0
9,10,2012-05-17,0
10,11,2012-05-17,0
11,12,2012-05-17,0
0,1,2012-05-18,-8
1,2,2012-05-18,-7
2,3,2012-05-18,-4
3,4,2012-05-18,-3
4,5,2012-05-18,-2
5,6,2012-05-18,-1
6,7,2012-05-18,-3
7,8,2012-05-18,0
8,9,2012-05-18,-3
9,10,2012-05-18,-3
10,11,2012-05-18,0
11,12,2012-05-18,-1
0,1,2012-05-19,0
1,2,2012-05-19,0
2,3,2012-05-19,0
3,4,2012-05-19,0
4,5,2012-05-19,0
5,6,2012-05-19,0
6,7,2012-05-19,0
7,8,2012-05-19,0
8,9,2012-05-19,0
9,10,2012-05-19,0
10,11,2012-05-19,0
11,12,2012-05-19,0
0,1,2012-05-20,0
1,2,2012-05-20,0
2,3,2012-05-20,0
3,4,2012-05-20,0
4,5,2012-05-20,0
5,6,2012-05-20,0
6,7,2012-05-20,0
7,8,2012-05-20,0
8,9,2012-05-20,0
9,10,2012-05-20,0
10,11,2012-05-20,0
11,12,2012-05-20,0
0,1,2012-05-21,29
1,2,2012-05-21,10
2,3,2012-05-21,9
3,4,2012-05-21,7
4,5,2012-05-21,13
5,6,2012-05-21,5
6,7,2012-05-21,5
7,8,2012-05-21,3
8,9,2012-05-21,3
9,10,2012-05-21,7
10,11,2012-05-21,0
11,12,2012-05-21,0
0,1,2012-05-22,4
1,2,2012-05-22,0
2,3,2012-05-22,0
3,4,2012-05-22,0
4,5,2012-05-22,0
5,6,2012-05-22,0
6,7,2012-05-22,2
7,8,2012-05-22,0
8,9,2012-05-22,1
9,10,2012-05-22,0
10,11,2012-05-22,0
11,12,2012-05-22,0
0,1,2012-05-23,0
1,2,2012-05-23,1
2,3,2012-05-23,1
3,4,2012-05-23,0
4,5,2012-05-23,2
5,6,2012-05-23,2
6,7,2012-05-23,0
7,8,2012-05-23,0
8,9,2012-05-23,0
9,10,2012-05-23,0
10,11,2012-05-23,0
11,12,2012-05-23,0
0,1,2012-05-24,0
1,2,2012-05-24,-1
2,3,2012-05-24,0
3,4,2012-05-24,0
4,5,2012-05-24,0
5,6,2012-05-24,0
6,7,2012-05-24,0
7,8,2012-05-24,0
8,9,2012-05-24,0
9,10,2012-05-24,0
10,11,2012-05-24,0
11,12,2012-05-24,0
0,1,2012-05-25,-10
1,2,2012-05-25,-4
2,3,2012-05-25,-6
3,4,2012-05-25,-3
4,5,2012-05-25,-5
5,6,2012-05-25,-3
6,7,2012-05-25,-2
7,8,2012-05-25,0
8,9,2012-05-25,-1
9,10,2012-05-25,0
10,11,2012-05-25,0
11,12,2012-05-25,0
0,1,2012-05-26,0
1,2,2012-05-26,0
2,3,2012-05-26,0
3,4,2012-05-26,0
4,5,2012-05-26,0
5,6,2012-05-26,0
6,7,2012-05-26,0
7,8,2012-05-26,0
8,9,2012-05-26,0
9,10,2012-05-26,0
10,11,2012-05-26,0
11,12,2012-05-26,0
0,1,2012-05-27,0
1,2,2012-05-27,0
2,3,2012-05-27,0
3,4,2012-05-27,0
4,5,2012-05-27,0
5,6,2012-05-27,0
6,7,2012-05-27,0
7,8,2012-05-27,0
8,9,2012-05-27,0
9,10,2012-05-27,0
10,11,2012-05-27,0
11,12,2012-05-27,0
0,1,2012-05-28,0
1,2,2012-05-28,0
2,3,2012-05-28,0
3,4,2012-05-28,0
4,5,2012-05-28,0
5,6,2012-05-28,0
6,7,2012-05-28,0
7,8,2012-05-28,0
8,9,2012-05-28,0
9,10,2012-05-28,0
10,11,2012-05-28,0
11,12,2012-05-28,0
0,1,2012-05-29,28
1,2,2012-05-29,5
2,3,2012-05-29,9
3,4,2012-05-29,9
4,5,2012-05-29,11
5,6,2012-05-29,5
6,7,2012-05-29,8
7,8,2012-05-29,8
8,9,2012-05-29,8
9,10,2012-05-29,2
10,11,2012-05-29,0
11,12,2012-05-29,0
0,1,2012-05-30,4
1,2,2012-05-30,2
2,3,2012-05-30,0
3,4,2012-05-30,1
4,5,2012-05-30,0
5,6,2012-05-30,-1
6,7,2012-05-30,0
7,8,2012-05-30,0
8,9,2012-05-30,0
9,10,2012-05-30,0
10,11,2012-05-30,0
11,12,2012-05-30,0
0,1,2012-05-31,0
1,2,2012-05-31,0
2,3,2012-05-31,0
3,4,2012-05-31,0
4,5,2012-05-31,0
5,6,2012-05-31,2
6,7,2012-05-31,-1
7,8,2012-05-31,0
8,9,2012-05-31,0
9,10,2012-05-31,0
10,11,2012-05-31,0
11,12,2012-05-31,0
0,1,2012-06-01,-15
1,2,2012-06-01,-4
2,3,2012-06-01,0
3,4,2012-06-01,0
4,5,2012-06-01,-2
5,6,2012-06-01,-3
6,7,2012-06-01,-2
7,8,2012-06-01,0
8,9,2012-06-01,-2
9,10,2012-06-01,-3
10,11,2012-06-01,0
11,12,2012-06-01,0
0,1,2012-06-02,0
1,2,2012-06-02,0
2,3,2012-06-02,0
3,4,2012-06-02,0
4,5,2012-06-02,0
5,6,2012-06-02,0
6,7,2012-06-02,0
7,8,2012-06-02,0
8,9,2012-06-02,0
9,10,2012-06-02,0
10,11,2012-06-02,0
11,12,2012-06-02,0
0,1,2012-06-03,0
1,2,2012-06-03,0
2,3,2012-06-03,0
3,4,2012-06-03,0
4,5,2012-06-03,0
5,6,2012-06-03,0
6,7,2012-06-03,0
7,8,2012-06-03,0
8,9,2012-06-03,0
9,10,2012-06-03,0
10,11,2012-06-03,0
11,12,2012-06-03,0
0,1,2012-06-04,38
1,2,2012-06-04,13
2,3,2012-06-04,12
3,4,2012-06-04,3
4,5,2012-06-04,2
5,6,2012-06-04,4
6,7,2012-06-04,3
7,8,2012-06-04,5
8,9,2012-06-04,3
9,10,2012-06-04,0
10,11,2012-06-04,0
11,12,2012-06-04,0
0,1,2012-06-05,6
1,2,2012-06-05,1
2,3,2012-06-05,0
3,4,2012-06-05,2
4,5,2012-06-05,1
5,6,2012-06-05,0
6,7,2012-06-05,2
7,8,2012-06-05,1
8,9,2012-06-05,0
9,10,2012-06-05,0
10,11,2012-06-05,0
11,12,2012-06-05,0
0,1,2012-06-06,1
1,2,2012-06-06,0
2,3,2012-06-06,1
3,4,2012-06-06,1
4,5,2012-06-06,3
5,6,2012-06-06,0
6,7,2012-06-06,1
7,8,2012-06-06,0
8,9,2012-06-06,0
9,10,2012-06-06,0
10,11,2012-06-06,0
11,12,2012-06-06,0
0,1,2012-06-07,2
1,2,2012-06-07,-1
2,3,2012-06-07,0
3,4,2012-06-07,1
4,5,2012-06-07,0
5,6,2012-06-07,0
6,7,2012-06-07,0
7,8,2012-06-07,0
8,9,2012-06-07,0
9,10,2012-06-07,0
10,11,2012-06-07,0
11,12,2012-06-07,0
0,1,2012-06-08,-9
1,2,2012-06-08,-6
2,3,2012-06-08,-3
3,4,2012-06-08,0
4,5,2012-06-08,-1
5,6,2012-06-08,-2
6,7,2012-06-08,-1
7,8,2012-06-08,-1
8,9,2012-06-08,-4
9,10,2012-06-08,-2
10,11,2012-06-08,0
11,12,2012-06-08,0
0,1,2012-06-09,0
1,2,2012-06-09,0
2,3,2012-06-09,0
3,4,2012-06-09,0
4,5,2012-06-09,0
5,6,2012-06-09,0
6,7,2012-06-09,0
7,8,2012-06-09,0
8,9,2012-06-09,0
9,10,2012-06-09,0
10,11,2012-06-09,0
11,12,2012-06-09,0
0,1,2012-06-10,0
1,2,2012-06-10,0
2,3,2012-06-10,0
3,4,2012-06-10,0
4,5,2012-06-10,0
5,6,2012-06-10,0
6,7,2012-06-10,0
7,8,2012-06-10,0
8,9,2012-06-10,0
9,10,2012-06-10,0
10,11,2012-06-10,0
11,12,2012-06-10,0
0,1,2012-06-11,32
1,2,2012-06-11,12
2,3,2012-06-11,7
3,4,2012-06-11,6
4,5,2012-06-11,1
5,6,2012-06-11,2
6,7,2012-06-11,3
7,8,2012-06-11,3
8,9,2012-06-11,3
9,10,2012-06-11,2
10,11,2012-06-11,0
11,12,2012-06-11,0
0,1,2012-06-12,2
1,2,2012-06-12,3
2,3,2012-06-12,0
3,4,2012-06-12,0
4,5,2012-06-12,1
5,6,2012-06-12,0
6,7,2012-06-12,0
7,8,2012-06-12,0
8,9,2012-06-12,1
9,10,2012-06-12,0
10,11,2012-06-12,0
11,12,2012-06-12,0
0,1,2012-06-13,0
1,2,2012-06-13,0
2,3,2012-06-13,1
3,4,2012-06-13,0
4,5,2012-06-13,0
5,6,2012-06-13,-1
6,7,2012-06-13,0
7,8,2012-06-13,0
8,9,2012-06-13,0
9,10,2012-06-13,0
10,11,2012-06-13,0
11,12,2012-06-13,0
0,1,2012-06-14,0
1,2,2012-06-14,0
2,3,2012-06-14,1
3,4,2012-06-14,0
4,5,2012-06-14,0
5,6,2012-06-14,0
6,7,2012-06-14,1
7,8,2012-06-14,0
8,9,2012-06-14,0
9,10,2012-06-14,0
10,11,2012-06-14,0
11,12,2012-06-14,0
0,1,2012-06-15,-5
1,2,2012-06-15,-5
2,3,2012-06-15,-2
3,4,2012-06-15,-2
4,5,2012-06-15,-3
5,6,2012-06-15,0
6,7,2012-06-15,-1
7,8,2012-06-15,-2
8,9,2012-06-15,-2
9,10,2012-06-15,0
10,11,2012-06-15,0
11,12,2012-06-15,0
0,1,2012-06-16,0
1,2,2012-06-16,0
2,3,2012-06-16,0
3,4,2012-06-16,0
4,5,2012-06-16,0
5,6,2012-06-16,0
6,7,2012-06-16,0
7,8,2012-06-16,0
8,9,2012-06-16,0
9,10,2012-06-16,0
10,11,2012-06-16,0
11,12,2012-06-16,0
0,1,2012-06-17,0
1,2,2012-06-17,0
2,3,2012-06-17,0
3,4,2012-06-17,0
4,5,2012-06-17,0
5,6,2012-06-17,0
6,7,2012-06-17,0
7,8,2012-06-17,0
8,9,2012-06-17,0
9,10,2012-06-17,0
10,11,2012-06-17,0
11,12,2012-06-17,0
0,1,2012-06-18,32
1,2,2012-06-18,19
2,3,2012-06-18,7
3,4,2012-06-18,10
4,5,2012-06-18,7
5,6,2012-06-18,2
6,7,2012-06-18,7
7,8,2012-06-18,5
8,9,2012-06-18,3
9,10,2012-06-18,2
10,11,2012-06-18,1
11,12,2012-06-18,0
0,1,2012-06-19,3
1,2,2012-06-19,0
2,3,2012-06-19,0
3,4,2012-06-19,1
4,5,2012-06-19,0
5,6,2012-06-19,0
6,7,2012-06-19,0
7,8,2012-06-19,0
8,9,2012-06-19,1
9,10,2012-06-19,0
10,11,2012-06-19,0
11,12,2012-06-19,0
0,1,2012-06-20,0
1,2,2012-06-20,1
2,3,2012-06-20,0
3,4,2012-06-20,2
4,5,2012-06-20,0
5,6,2012-06-20,0
6,7,2012-06-20,0
7,8,2012-06-20,1
8,9,2012-06-20,1
9,10,2012-06-20,0
10,11,2012-06-20,0
11,12,2012-06-20,0
0,1,2012-06-21,0
1,2,2012-06-21,0
2,3,2012-06-21,0
3,4,2012-06-21,0
4,5,2012-06-21,0
5,6,2012-06-21,0
6,7,2012-06-21,2
7,8,2012-06-21,0
8,9,2012-06-21,0
9,10,2012-06-21,0
10,11,2012-06-21,0
11,12,2012-06-21,0
0,1,2012-06-22,-16
1,2,2012-06-22,-4
2,3,2012-06-22,-3
3,4,2012-06-22,-6
4,5,2012-06-22,0
5,6,2012-06-22,-1
6,7,2012-06-22,-2
7,8,2012-06-22,0
8,9,2012-06-22,-1
9,10,2012-06-22,-1
10,11,2012-06-22,0
11,12,2012-06-22,0
0,1,2012-06-23,0
1,2,2012-06-23,0
2,3,2012-06-23,0
3,4,2012-06-23,0
4,5,2012-06-23,0
5,6,2012-06-23,0
6,7,2012-06-23,0
7,8,2012-06-23,0
8,9,2012-06-23,0
9,10,2012-06-23,0
10,11,2012-06-23,0
11,12,2012-06-23,0
0,1,2012-06-24,0
1,2,2012-06-24,0
2,3,2012-06-24,0
3,4,2012-06-24,0
4,5,2012-06-24,0
5,6,2012-06-24,0
6,7,2012-06-24,0
7,8,2012-06-24,0
8,9,2012-06-24,0
9,10,2012-06-24,0
10,11,2012-06-24,0
11,12,2012-06-24,0
0,1,2012-06-25,21
1,2,2012-06-25,16
2,3,2012-06-25,10
3,4,2012-06-25,6
4,5,2012-06-25,5
5,6,2012-06-25,3
6,7,2012-06-25,2
7,8,2012-06-25,0
8,9,2012-06-25,0
9,10,2012-06-25,1
10,11,2012-06-25,0
11,12,2012-06-25,0
0,1,2012-06-26,0
1,2,2012-06-26,1
2,3,2012-06-26,0
3,4,2012-06-26,1
4,5,2012-06-26,0
5,6,2012-06-26,0
6,7,2012-06-26,0
7,8,2012-06-26,0
8,9,2012-06-26,0
9,10,2012-06-26,0
10,11,2012-06-26,0
11,12,2012-06-26,0
0,1,2012-06-27,5
1,2,2012-06-27,0
2,3,2012-06-27,1
3,4,2012-06-27,2
4,5,2012-06-27,1
5,6,2012-06-27,0
6,7,2012-06-27,1
7,8,2012-06-27,0
8,9,2012-06-27,0
9,10,2012-06-27,0
10,11,2012-06-27,0
11,12,2012-06-27,0
0,1,2012-06-28,-1
1,2,2012-06-28,-1
2,3,2012-06-28,0
3,4,2012-06-28,0
4,5,2012-06-28,-1
5,6,2012-06-28,0
6,7,2012-06-28,0
7,8,2012-06-28,0
8,9,2012-06-28,0
9,10,2012-06-28,0
10,11,2012-06-28,0
11,12,2012-06-28,0
0,1,2012-06-29,-14
1,2,2012-06-29,-6
2,3,2012-06-29,-7
3,4,2012-06-29,-6
4,5,2012-06-29,-2
5,6,2012-06-29,0
6,7,2012-06-29,0
7,8,2012-06-29,-1
8,9,2012-06-29,-1
9,10,2012-06-29,-1
10,11,2012-06-29,0
11,12,2012-06-29,0
0,1,2012-06-30,0
1,2,2012-06-30,0
2,3,2012-06-30,0
3,4,2012-06-30,0
4,5,2012-06-30,0
5,6,2012-06-30,0
6,7,2012-06-30,0
7,8,2012-06-30,0
8,9,2012-06-30,0
9,10,2012-06-30,0
10,11,2012-06-30,0
11,12,2012-06-30,0
0,1,2012-07-01,0
1,2,2012-07-01,0
2,3,2012-07-01,0
3,4,2012-07-01,0
4,5,2012-07-01,0
5,6,2012-07-01,0
6,7,2012-07-01,0
7,8,2012-07-01,0
8,9,2012-07-01,0
9,10,2012-07-01,0
10,11,2012-07-01,0
11,12,2012-07-01,0
0,1,2012-07-02,37
1,2,2012-07-02,10
2,3,2012-07-02,15
3,4,2012-07-02,12
4,5,2012-07-02,5
5,6,2012-07-02,4
6,7,2012-07-02,4
7,8,2012-07-02,0
8,9,2012-07-02,3
9,10,2012-07-02,3
10,11,2012-07-02,0
11,12,2012-07-02,1
0,1,2012-07-03,0
1,2,2012-07-03,0
2,3,2012-07-03,1
3,4,2012-07-03,0
4,5,2012-07-03,1
5,6,2012-07-03,1
6,7,2012-07-03,1
7,8,2012-07-03,1
8,9,2012-07-03,0
9,10,2012-07-03,1
10,11,2012-07-03,0
11,12,2012-07-03,0
0,1,2012-07-04,0
1,2,2012-07-04,0
2,3,2012-07-04,0
3,4,2012-07-04,0
4,5,2012-07-04,0
5,6,2012-07-04,0
6,7,2012-07-04,0
7,8,2012-07-04,0
8,9,2012-07-04,0
9,10,2012-07-04,0
10,11,2012-07-04,0
11,12,2012-07-04,0
0,1,2012-07-05,6
1,2,2012-07-05,2
2,3,2012-07-05,1
3,4,2012-07-05,1
